59.32,59.08,2.77,19.41,54.63
-31.36,22.48,2.26,57.75,-14.49
22.76,-19.66,-0.09,26.94,16.87
-2.40,51.98,50.68,-23.23,-7.62
31.82,57.08,30.27,16.71,29.93
-46.04,18.60,44.98,57.12,58.07
31.83,42.35,-32.16,7.30,35.88
-29.64,-4.38,30.70,-42.79,-38.02
-41.35,50.52,6.41,27.79,15.86
-46.24,-1.85,49.59,-18.68,52.38
28.06,26.01,-10.44,-33.13,-8.63
20.08,-37.76,9.94,53.92,-17.19
-31.14,-32.26,52.95,35.19,53.33
25.09,3.00,19.49,61.04,36.33
-24.53,-34.56,46.77,-14.01,-47.15
-17.67,-41.80,-30.21,-19.76,34.34
25.98,33.63,42.59,-6.29,55.81
37.46,-25.89,18.02,31.01,32.28
-25.21,2.09,19.42,-10.28,-14.58
28.54,-36.50,-26.70,46.41,5.44
-4.30,-32.54,-44.74,34.99,36.37
43.78,-1.40,41.01,9.70,11.99
1.60,-43.84,-46.26,6.43,46.84
61.06,-2.29,-21.27,-7.34,-34.93
6.64,12.61,41.95,39.30,11.81
45.18,-36.60,-42.33,55.55,-13.80
53.54,46.52,-8.94,33.25,34.13
-10.16,-10.78,49.95,22.74,23.95
-16.22,6.95,45.92,-30.59,-41.26
5.76,38.82,38.32,-31.31,21.50
0.09,12.33,13.21,58.89,-34.30
-8.61,33.22,-17.76,52.53,31.49
21.42,39.20,55.98,41.69,59.44
-31.99,-37.55,14.61,21.62,31.32
-28.76,-28.55,35.43,38.60,-27.94
-46.08,-44.19,-13.62,38.63,-8.59
-42.49,40.43,40.81,52.64,4.84
-35.05,39.32,1.08,59.24,-33.82
-31.66,26.69,4.11,-6.57,-44.15
40.72,19.77,33.56,10.53,-47.38
-39.39,29.02,-31.35,3.74,43.27
40.58,6.89,-46.69,4.53,40.16
-37.94,-35.30,46.61,33.40,-45.40
4.00,-41.95,36.01,-21.99,-39.38
13.20,28.29,-21.19,-19.70,-40.93
-3.96,-17.92,20.37,10.16,-45.15
-38.95,-11.35,18.65,41.88,35.05
21.22,22.23,-20.66,2.14,41.15
45.32,-42.12,-25.92,58.09,33.32
51.51,-10.05,19.72,-10.07,-16.06
-22.52,56.47,-21.66,-26.55,-28.01
22.85,1.47,51.50,26.72,42.97
-25.62,0.61,24.55,-33.46,33.45
0.07,-42.53,32.31,-13.79,-40.00
24.78,-6.31,22.35,27.83,37.58
17.81,-20.70,40.82,-6.10,-12.67
-4.18,-26.78,-2.88,-4.57,-12.73
-26.84,28.72,-12.77,18.15,33.06
-13.49,-1.46,34.31,51.76,62.49
-11.80,27.94,-17.92,3.57,-33.65
7.43,-17.74,1.65,-29.15,6.48
16.53,52.07,-35.10,33.39,-23.82
39.54,8.12,-13.91,57.18,-23.92
27.34,62.44,7.56,-43.11,44.38
-4.07,44.65,-13.49,30.57,-3.39
-33.73,48.65,-29.96,5.87,-22.39
48.24,51.93,13.56,2.73,-4.30
-21.95,5.76,-16.10,-8.44,-1.39
15.78,4.65,58.70,-4.99,-34.05
42.36,-41.68,-8.67,60.12,-17.46
22.78,-38.90,-16.66,-42.16,40.26
52.19,45.99,42.40,33.27,21.74
18.81,-39.34,25.67,19.56,35.08
30.70,54.87,60.24,-6.04,-5.28
10.00,-8.70,-40.28,-0.28,-2.87
-44.33,57.17,15.69,29.04,-11.22
-22.75,49.56,-18.39,-12.01,43.61
-43.78,-11.96,49.94,9.98,33.73
61.89,19.50,-21.85,-27.95,20.21
39.61,-28.25,-37.29,-16.41,17.47
6.22,21.68,47.78,7.67,-24.38
59.83,-27.35,-2.67,-8.51,45.78
56.89,2.07,43.71,-22.57,29.98
42.32,17.43,-29.99,23.17,13.24
44.55,-46.85,-22.30,14.61,-6.70
-18.02,42.71,16.18,-30.04,-26.89
59.76,27.72,3.78,-25.58,-38.89
-9.29,38.26,31.23,44.53,-8.21
52.21,-21.92,-28.00,-42.29,-39.83
36.88,25.92,46.86,21.59,55.88
31.07,15.52,-7.47,37.99,14.88
37.22,-36.58,21.79,11.85,46.57
2.10,8.24,6.94,-37.16,46.85
43.09,-28.47,22.24,-27.74,7.14
-46.29,-26.95,-5.56,-25.94,-36.03
27.28,31.83,39.16,27.16,4.15
-30.20,-43.20,45.38,38.18,7.50
-35.45,-10.66,-11.26,19.89,32.83
-5.09,19.03,-26.07,-32.70,8.66
60.06,31.66,28.05,13.05,23.66
-30.18,10.57,-24.09,61.37,11.45
-10.02,-46.64,-26.77,4.25,44.73
4.07,-40.94,-3.14,-35.99,14.63
-2.38,32.76,48.23,-1.10,48.66
33.47,45.79,48.46,55.38,8.79
22.70,16.78,56.53,25.45,1.72
9.06,-29.31,-40.72,56.57,51.67
-32.34,-23.01,30.20,-36.18,38.67
-28.07,-44.87,32.86,-39.91,20.62
7.79,53.57,39.50,-41.61,-33.70
-23.58,50.78,56.47,18.82,-7.42
0.58,-32.20,-41.33,41.83,-30.01
60.72,-31.91,-25.57,-0.80,21.46
-12.51,25.78,-20.76,31.44,-6.68
-3.08,-29.44,23.23,15.46,18.36
-41.04,42.86,-9.64,42.52,38.06
-21.65,-2.57,16.18,-9.26,-3.24
-16.54,-16.44,-23.43,14.63,29.41
55.11,24.29,10.85,21.50,15.29
61.17,-38.62,3.43,-5.65,49.32
13.70,-0.80,-31.02,-17.19,-35.04
45.34,34.67,-3.07,-41.83,-13.71
46.99,-32.87,-39.94,16.01,47.86
-5.43,0.53,-28.64,14.17,9.83
8.13,4.82,60.58,-36.72,24.92
-38.64,-1.44,-2.14,6.98,-0.54
4.73,-19.74,42.68,52.22,-36.88
16.50,-13.76,-13.75,-34.25,19.55
-28.27,-44.47,41.90,-20.54,-17.05
13.41,10.31,13.89,-5.86,55.25
-8.14,52.13,19.36,52.11,18.21
-35.69,26.74,59.24,18.12,-12.78
23.98,-28.02,13.22,-16.43,14.32
-33.69,53.01,42.61,4.40,-7.79
21.80,-29.39,-23.70,62.25,-39.98
32.62,-15.83,5.04,19.80,44.94
-5.51,-2.44,-23.41,-28.12,-34.49
-16.61,-40.82,11.82,-13.12,-22.23
-40.54,24.88,-14.14,-27.49,-3.39
1.98,43.75,-28.05,34.08,27.71
-24.63,60.06,12.15,-27.65,29.77
-6.41,42.86,60.92,59.27,52.50
39.17,15.05,7.56,-27.16,-44.38
9.24,-23.03,60.95,-20.41,6.87
42.21,47.32,35.25,-32.68,-31.12
-14.56,31.04,-43.02,25.00,-12.20
-46.14,-42.11,30.70,32.57,-22.51
-6.27,13.14,-13.26,-2.33,59.97
-16.61,-38.01,-34.54,24.50,36.81
-28.72,7.20,-3.85,-8.10,1.88
-24.62,32.12,-44.94,-15.88,60.78
61.43,21.89,-18.05,-39.12,-21.00
-13.78,-24.62,20.61,-16.19,53.50
19.41,48.86,30.99,-37.16,24.29
57.95,0.41,41.42,-21.93,-7.30
4.69,-28.46,14.45,-22.68,-30.56
-19.07,-15.29,-44.37,62.48,37.21
13.25,42.04,1.47,24.13,57.36
40.58,-30.26,-4.12,-36.88,54.89
44.18,-6.62,46.85,46.29,29.34
19.31,19.21,-34.32,25.32,-6.26
20.55,-25.37,47.12,7.15,25.23
-43.84,-0.52,17.16,15.36,10.41
36.21,0.09,-8.38,-42.33,7.18
-44.80,22.84,-0.98,-11.24,1.75
29.82,1.12,47.70,58.47,-4.14
48.75,-46.87,3.70,29.58,14.36
-25.69,31.92,15.44,54.01,28.76
20.58,-46.40,-22.00,-4.55,38.95
50.96,-23.48,11.49,25.42,40.23
5.38,18.30,14.75,21.51,-31.48
-25.00,21.61,21.60,-27.20,14.37
-10.04,0.65,-28.52,-5.74,35.74
46.99,29.64,58.56,8.13,36.35
-5.22,-26.76,-22.01,10.61,13.75
8.41,-12.31,42.03,-24.71,48.60
0.27,-11.89,3.71,37.75,-41.50
8.77,-31.82,37.21,48.80,-8.05
-42.84,-2.77,37.60,23.90,0.10
-30.85,-4.83,16.33,-20.43,-33.23
51.37,52.86,4.22,6.86,-13.41
23.07,42.70,48.49,50.90,21.98
37.48,-33.56,-18.36,57.64,51.50
15.00,-25.02,13.51,-22.83,43.98
-13.78,39.47,22.74,39.76,-12.34
49.00,-9.44,26.33,9.61,-36.05
-5.43,-20.27,30.41,-37.92,-10.53
42.97,33.82,-40.04,-9.00,-2.37
-20.22,-3.88,-13.85,-16.13,25.17
20.25,26.49,-32.70,-4.25,54.09
-10.91,47.49,-6.02,61.35,14.10
39.77,-18.18,-17.38,-28.40,-20.99
-38.10,-29.00,-0.91,-45.52,27.62
53.82,40.11,48.51,24.26,-17.10
-32.98,47.13,21.79,39.01,-27.09
-22.33,-9.64,36.54,-41.24,3.85
-41.82,33.85,54.12,15.64,-3.72
27.06,59.71,-9.60,30.55,59.90
-14.40,-8.22,10.27,-24.55,-24.77
11.23,26.03,-43.79,37.43,-26.81
-39.68,-44.00,-15.08,-42.70,61.49
-10.72,-31.90,59.52,28.57,-22.97
8.45,23.19,2.82,37.50,1.21
-7.46,40.55,53.47,-41.67,4.65
42.86,19.87,-15.06,15.20,4.76
-34.87,-46.35,-17.87,53.90,-43.00
-5.25,6.84,23.90,-9.97,-14.45
3.55,-37.29,3.79,27.19,23.07
6.59,-8.87,32.25,10.66,-33.60
-28.61,-36.50,45.17,51.84,15.75
33.21,32.13,47.82,43.95,-4.62
54.76,-0.55,-17.31,21.22,18.77
28.44,-5.50,-12.53,35.15,30.51
30.17,-20.89,-31.21,6.08,-16.69
-18.98,-11.52,34.37,28.87,22.53
9.98,33.56,5.92,36.45,-31.14
26.86,21.81,-9.62,6.74,4.18
-46.90,-40.95,43.30,-33.17,6.80
17.13,27.96,52.67,35.65,7.99
-35.06,48.27,15.40,44.01,-3.42
28.43,21.74,-11.35,39.08,45.80
-5.37,43.14,7.18,-11.71,-37.45
-41.29,-18.59,20.64,21.65,-35.47
-42.63,-36.45,0.12,-46.02,-31.17
-33.49,61.92,-18.41,1.80,22.66
13.23,-25.13,59.46,34.76,-15.82
3.43,56.69,59.93,56.91,-9.71
29.34,-37.17,5.70,-41.02,21.18
-33.50,-31.14,0.66,19.65,51.12
31.67,43.68,-47.00,-9.59,-35.40
-43.47,19.96,4.37,-11.60,30.97
42.16,-20.01,-0.22,25.12,-22.85
32.12,21.49,-30.07,10.52,-43.30
53.23,26.16,-31.21,24.43,15.27
11.21,5.36,-14.00,30.58,35.72
-16.29,19.32,58.17,-19.95,41.08
39.67,19.95,-21.83,-19.56,32.31
34.91,-23.45,-8.81,-6.20,-42.31
27.40,42.39,-16.24,-14.04,-11.59
10.88,52.58,-29.85,12.81,-8.20
50.59,48.94,-9.74,35.69,-42.63
32.58,33.40,27.76,3.10,17.29
-15.07,51.56,61.47,-27.26,49.55
-17.46,-15.68,-42.33,45.01,13.04
-14.17,50.83,34.39,29.49,-9.37
-30.80,60.16,14.28,-26.58,5.59
0.65,3.90,2.91,10.74,37.14
-16.48,-17.52,36.38,62.08,-17.89
8.00,-24.42,-24.92,-16.69,46.39
11.07,39.45,-38.80,19.77,-35.33
-15.41,17.62,-45.03,5.49,9.58
57.63,-12.55,52.64,54.77,19.40
20.84,-20.64,17.92,-19.36,10.74
-36.66,-11.02,31.16,10.23,-1.06
-31.13,-17.79,36.43,-45.00,-27.17
17.59,-33.74,52.23,-12.85,54.08
-3.71,-6.19,46.96,19.35,26.30
53.16,-24.98,6.16,-18.88,23.59
-4.11,54.66,18.66,-4.35,14.53
-15.47,-19.51,59.41,34.56,-0.86
-39.17,-24.32,-40.81,14.19,-8.48
51.55,35.75,39.65,-3.49,55.72
-16.43,5.57,47.53,57.51,-41.23
29.83,-12.05,-15.30,31.79,-42.36
51.37,20.40,-34.00,17.56,-13.33
56.11,0.64,41.11,-40.76,-11.18
-14.43,-39.85,9.25,9.16,42.60
33.81,-29.60,51.03,34.81,1.85
-15.09,-7.58,36.01,52.75,15.42
-41.54,-11.92,10.79,-27.82,59.81
51.59,-3.84,27.09,61.15,-41.79
48.61,-42.07,2.49,17.99,13.92
-22.08,58.43,-32.51,-17.99,40.09
-22.27,30.11,-26.72,41.11,-10.00
-15.40,-25.37,28.57,-33.74,0.48
-5.76,21.56,0.19,58.85,-41.51
-45.24,6.00,-18.19,-15.78,47.30
-42.49,48.57,52.61,-13.99,60.75
-35.52,-34.10,6.48,43.06,34.58
6.18,56.65,15.26,-8.32,22.90
-33.18,44.29,32.09,42.77,60.83
-5.29,2.84,-2.76,-5.76,-43.30
18.03,3.56,-25.51,61.32,-29.15
-10.27,-25.37,-38.21,57.33,0.77
-1.79,-12.08,-4.82,58.24,-10.15
58.60,-10.83,-28.71,-1.73,1.10
-1.24,18.79,-19.96,40.33,38.41
20.59,-39.59,-32.50,56.51,-0.32
-9.37,-5.62,57.65,-14.29,23.99
-30.71,-37.13,35.55,-47.50,-23.06
-41.50,-35.30,19.20,6.76,-11.04
-2.55,20.69,34.14,-0.04,53.90
55.02,36.29,58.09,-3.65,-15.90
-10.26,32.06,0.85,56.78,26.79
51.84,56.71,11.38,3.02,45.98
-42.45,17.48,-2.61,-39.30,29.73
-8.98,8.36,57.09,-25.72,28.41
61.17,12.12,60.73,-15.31,-21.32
33.37,-20.93,60.18,56.80,-47.33
28.94,-24.93,27.24,5.77,-14.24
24.49,-17.77,-10.63,16.20,16.96
-14.98,18.63,49.79,-37.14,-0.32
17.86,-19.39,11.05,-26.21,-30.22
8.94,-14.05,45.41,-6.80,-29.67
-21.90,21.25,19.62,-19.46,22.44
0.76,1.28,44.15,-15.82,13.67
48.10,17.23,-16.44,43.93,23.11
-37.51,38.54,-18.88,6.72,-11.83
44.04,52.90,41.50,-18.39,-1.67
-29.15,-23.91,-2.33,-17.08,22.74
46.84,-4.28,55.89,24.97,4.89
52.46,16.33,-7.55,-18.21,26.38
31.43,-9.40,-21.38,-44.27,-38.06
14.67,50.66,-17.26,-29.91,-30.72
41.50,45.82,-17.31,-44.37,59.86
-21.04,24.56,12.19,-20.30,38.91
-32.14,19.85,4.71,38.31,47.38
-18.87,-24.48,53.58,2.60,-22.37
-41.47,16.68,-4.73,25.86,-10.77
43.59,-11.24,52.73,15.75,15.90
-23.92,9.16,-24.15,40.23,53.38
-30.21,51.84,62.09,-0.29,-23.03
-31.92,59.06,36.40,-3.72,27.04
28.20,16.09,33.39,-40.54,-35.24
-38.74,52.85,-2.11,-26.38,19.98
23.03,-24.26,49.08,-16.56,-27.29
20.76,29.71,9.87,44.09,-31.78
1.21,-8.59,43.88,-4.49,49.29
-7.99,-2.68,11.75,35.18,29.77
16.72,7.60,19.23,33.94,40.86
-28.30,29.12,53.89,45.07,-0.07
-34.19,47.48,33.40,3.76,32.71
-14.01,-18.03,9.85,-21.49,22.35
-47.20,49.55,35.68,53.56,24.91
49.65,50.31,-14.19,27.78,-36.16
2.95,-21.45,-33.70,46.17,-1.46
-35.20,25.30,-43.32,18.58,49.66
51.56,42.58,59.82,-9.87,-19.17
-9.68,40.83,10.58,25.18,-17.36
29.13,55.01,33.43,-35.53,47.66
-19.81,-20.19,39.87,-12.15,35.91
34.54,-4.14,-21.85,-31.59,59.11
-8.33,-14.50,19.63,16.78,44.10
34.93,-5.95,-6.23,59.47,45.04
55.54,-9.44,9.95,33.24,12.69
30.08,27.61,18.67,-4.12,27.55
-45.50,-15.55,-41.89,49.22,53.83
38.30,46.38,-35.53,18.02,-40.66
45.03,-13.57,15.83,43.84,37.34
-31.17,-32.44,-31.07,-40.75,-24.95
55.70,45.82,-25.13,59.76,-45.21
44.87,-35.30,-18.33,-17.66,-24.78
-24.86,-42.87,60.61,-34.22,-26.32
-40.23,20.10,21.09,-33.73,43.20
-9.68,40.38,-33.58,54.28,13.43
20.25,16.46,50.38,49.98,-43.55
-18.44,48.15,-34.19,32.11,17.97
-9.02,-14.91,23.81,15.56,-21.96
33.88,37.10,46.33,-33.80,11.17
38.44,48.44,10.44,31.79,55.08
12.25,5.72,54.05,44.82,29.63
57.29,-40.24,-42.39,1.36,-26.84
-40.58,34.15,33.65,-25.41,-21.63
53.43,-4.51,50.72,26.54,-14.99
-2.33,-37.01,-4.27,58.45,34.34
-17.55,-30.84,-21.78,-3.51,-45.77
-16.97,-47.16,45.35,-22.55,56.11
-40.25,-38.26,-4.02,-18.47,29.90
-12.10,48.31,-36.99,-1.27,11.07
-32.78,8.16,21.64,9.89,34.44
-2.22,51.83,55.42,40.96,43.46
-16.16,-46.16,29.80,56.15,57.30
48.73,22.28,-15.22,61.27,13.26
10.47,-3.66,28.35,52.92,31.68
26.28,-12.66,9.00,-31.34,7.75
-1.63,44.40,-27.72,-36.99,-41.60
-19.95,48.46,8.43,50.60,-33.83
-12.94,-38.77,33.98,52.37,-37.80
-16.32,35.01,6.94,3.33,17.80
24.55,7.45,33.43,10.39,-31.26
-0.70,-24.00,38.65,18.40,3.85
-23.40,54.12,60.60,-45.03,-6.99
58.49,33.56,16.77,10.55,26.39
3.29,-43.83,21.55,27.58,35.23
45.47,40.33,3.87,42.33,48.40
30.41,56.12,46.25,20.22,-13.47
-17.79,-38.52,-33.88,59.09,-19.70
57.42,-45.47,38.65,-33.19,60.87
